Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
14,18,18,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:26.484,+2.818,+20.263,Running
14,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:26.069,+3.560,+23.823,Running
14,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
15,1,1,0,Ye Li,Racing Life,Soft,1:24.355,-,-,Running
15,2,3,1,Sydney Aspen,Villiuride Racing,Soft,1:23.508,+0.050,+0.050,Running
15,3,2,-1,Berend Boer,Orange Wheel Racing,Soft,1:25.295,+0.607,+0.657,Running
15,4,4,0,Jamar Henry,Trike Motorsports,Soft,1:24.762,+1.968,+2.624,Running
15,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.909,+3.458,+6.082,Running
15,6,9,3,Monica Niculescu,Dacia Racing Team,Soft,1:24.049,+1.486,+7.568,Running
15,7,6,-1,Aida Haque,Scuderia Ivanov Racing,Soft,1:25.807,+0.099,+7.667,Running
15,8,8,0,Mark Graham,Trike Motorsports,Medium,1:24.475,+0.122,+7.789,Running
15,9,7,-2,Aleksa Kozlov,LFL Engineering,Soft,1:25.937,+0.058,+7.847,Running
15,10,10,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.451,+1.173,+9.020,Running
15,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.445,+2.012,+11.032,Running
15,12,13,1,Franc Abel,Orange Wheel Racing,Medium,1:25.428,+1.269,+12.301,Running
15,13,12,-1,Niamh Murphy,Racing Life,Medium,1:25.056,+0.050,+12.351,Running
15,14,14,0,Al Fabet,Villiuride Racing,Hard,1:25.868,+2.037,+14.388,Running
15,15,15,0,Liesje Roser,Dacia Racing Team,Medium,1:25.557,+0.246,+14.634,Running
15,16,16,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.059,+2.915,+17.549,Running
15,17,17,0,Kanno Sora,LFL Engineering,Hard,1:24.348,+0.596,+18.145,Running
15,18,18,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.136,+3.606,+21.750,Running
15,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.623,+4.047,+25.798,Running
15,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
16,1,2,1,Sydney Aspen,Villiuride Racing,Soft,1:25.324,-,-,Running
16,2,1,-1,Ye Li,Racing Life,Soft,1:24.623,+0.050,+0.050,Running
16,3,3,0,Berend Boer,Orange Wheel Racing,Soft,1:25.162,+1.195,+1.245,Running
16,4,4,0,Jamar Henry,Trike Motorsports,Soft,1:24.023,+0.829,+2.074,Running
16,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.831,+5.266,+7.339,Running
16,6,9,3,Aleksa Kozlov,LFL Engineering,Soft,1:24.324,+0.258,+7.597,Running
16,7,6,-1,Monica Niculescu,Dacia Racing Team,Soft,1:25.275,+0.673,+8.270,Running
16,8,8,0,Mark Graham,Trike Motorsports,Medium,1:25.826,+0.403,+8.673,Running
16,9,7,-2,Aida Haque,Scuderia Ivanov Racing,Soft,1:25.629,+0.050,+8.723,Running
16,10,10,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.310,+1.033,+9.757,Running
16,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:24.780,+1.482,+11.239,Running
16,12,12,0,Franc Abel,Orange Wheel Racing,Medium,1:24.237,+0.726,+11.965,Running
16,13,13,0,Niamh Murphy,Racing Life,Medium,1:25.930,+1.743,+13.708,Running
16,14,14,0,Al Fabet,Villiuride Racing,Hard,1:24.866,+0.973,+14.681,Running
16,15,15,0,Liesje Roser,Dacia Racing Team,Medium,1:25.560,+0.940,+15.621,Running
16,16,16,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.087,+1.442,+17.062,Running
16,17,17,0,Kanno Sora,LFL Engineering,Hard,1:25.061,+1.570,+18.633,Running
16,18,18,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.833,+3.378,+22.010,Running
16,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:24.836,+4.050,+26.060,Running
16,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
17,1,2,1,Ye Li,Racing Life,Soft,1:25.670,-,-,Running
17,2,1,-1,Sydney Aspen,Villiuride Racing,Soft,1:25.091,+0.050,+0.050,Running
17,3,3,0,Berend Boer,Orange Wheel Racing,Soft,1:25.019,+0.579,+0.629,Running
17,4,6,2,Aleksa Kozlov,LFL Engineering,Soft,1:24.267,+6.195,+6.823,Running
17,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.140,+0.615,+7.438,Running
17,6,8,2,Mark Graham,Trike Motorsports,Medium,1:24.177,+0.370,+7.809,Running
17,7,10,3,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.945,+0.852,+8.661,Running
17,8,9,1,Aida Haque,Scuderia Ivanov Racing,Soft,1:26.121,+1.143,+9.804,Running
17,9,12,3,Franc Abel,Orange Wheel Racing,Medium,1:25.110,+2.230,+12.033,Running
17,10,13,3,Niamh Murphy,Racing Life,Medium,1:25.834,+2.468,+14.501,Running
17,11,14,3,Al Fabet,Villiuride Racing,Hard,1:26.366,+0.779,+15.280,Running
17,12,15,3,Liesje Roser,Dacia Racing Team,Medium,1:24.750,+0.050,+15.330,Running
17,13,16,3,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.430,+2.121,+17.451,Running
17,14,17,3,Kanno Sora,LFL Engineering,Hard,1:25.306,+1.447,+18.898,Running
17,15,18,3,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.529,+2.600,+21.498,Running
17,16,4,-12,Jamar Henry,Trike Motorsports,Medium,1:26.025,+3.559,+25.057,Running
17,17,19,2,Erwin Kramer,OHSN Racing,Hard,1:26.437,+2.399,+27.456,Running
17,18,7,-11,Monica Niculescu,Dacia Racing Team,Medium,1:26.072,+3.845,+31.301,Running
17,19,11,-8,Fidan Basak,Pulang Kabayo Racing,Medium,1:24.230,+1.126,+32.428,Running
17,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
18,1,1,0,Ye Li,Racing Life,Soft,1:24.843,-,-,Running
18,2,6,4,Mark Graham,Trike Motorsports,Medium,1:24.271,+7.237,+7.237,Running
18,3,5,2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.902,+1.260,+8.497,Running
18,4,7,3,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.586,+0.906,+9.404,Running
18,5,9,4,Franc Abel,Orange Wheel Racing,Medium,1:24.095,+1.881,+11.285,Running
18,6,10,4,Niamh Murphy,Racing Life,Medium,1:23.843,+2.216,+13.501,Running
18,7,11,4,Al Fabet,Villiuride Racing,Hard,1:24.412,+1.348,+14.849,Running
18,8,12,4,Liesje Roser,Dacia Racing Team,Medium,1:24.529,+0.167,+15.015,Running
18,9,13,4,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.471,+2.064,+17.079,Running
18,10,14,4,Kanno Sora,LFL Engineering,Hard,1:25.102,+2.078,+19.157,Running
18,11,15,4,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.508,+3.006,+22.163,Running
18,12,16,4,Jamar Henry,Trike Motorsports,Medium,1:23.098,+1.149,+23.312,Running
18,13,3,-10,Berend Boer,Orange Wheel Racing,Medium,1:25.728,+0.056,+23.368,Running
18,14,2,-12,Sydney Aspen,Villiuride Racing,Medium,1:26.211,+0.050,+23.418,Running
18,15,17,2,Erwin Kramer,OHSN Racing,Hard,1:25.447,+4.642,+28.060,Running
18,16,4,-12,Aleksa Kozlov,LFL Engineering,Medium,1:25.350,+1.271,+29.331,Running
18,17,8,-9,Aida Haque,Scuderia Ivanov Racing,Medium,1:23.996,+0.982,+30.313,Running
18,18,18,0,Monica Niculescu,Dacia Racing Team,Medium,1:23.905,+0.050,+30.363,Running
18,19,19,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:25.945,+3.166,+33.529,Running
18,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
19,1,2,1,Mark Graham,Trike Motorsports,Medium,1:25.227,-,-,Running
19,2,4,2,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.853,+0.792,+0.792,Running
19,3,5,2,Franc Abel,Orange Wheel Racing,Medium,1:25.526,+3.555,+4.347,Running
19,4,6,2,Niamh Murphy,Racing Life,Medium,1:25.075,+1.765,+6.112,Running
19,5,8,3,Liesje Roser,Dacia Racing Team,Medium,1:24.505,+0.944,+7.056,Running
19,6,9,3,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.749,+1.326,+8.382,Running
19,7,7,0,Al Fabet,Villiuride Racing,Hard,1:26.047,+0.050,+8.432,Running
19,8,10,2,Kanno Sora,LFL Engineering,Hard,1:25.295,+3.555,+11.987,Running
19,9,11,2,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.531,+3.044,+15.031,Running
19,10,12,2,Jamar Henry,Trike Motorsports,Medium,1:24.233,+0.050,+15.081,Running
19,11,14,3,Sydney Aspen,Villiuride Racing,Medium,1:24.976,+0.388,+15.469,Running
19,12,1,-11,Ye Li,Racing Life,Medium,1:25.983,+0.050,+15.519,Running
19,13,13,0,Berend Boer,Orange Wheel Racing,Medium,1:25.182,+0.567,+16.086,Running
19,14,15,1,Erwin Kramer,OHSN Racing,Hard,1:25.624,+5.134,+21.220,Running
19,15,16,1,Aleksa Kozlov,LFL Engineering,Medium,1:25.360,+0.433,+21.652,Running
19,16,17,1,Aida Haque,Scuderia Ivanov Racing,Medium,1:23.854,+0.050,+21.702,Running
19,17,18,1,Monica Niculescu,Dacia Racing Team,Medium,1:24.421,+0.618,+22.320,Running
19,18,3,-15,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:26.162,+1.875,+24.195,Running
19,19,19,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:25.079,+1.950,+26.144,Running
19,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
20,1,1,0,Mark Graham,Trike Motorsports,Medium,1:24.364,-,-,Running
20,2,2,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.530,+1.958,+1.958,Running
20,3,4,1,Niamh Murphy,Racing Life,Medium,1:24.220,+3.839,+5.797,Running
20,4,3,-1,Franc Abel,Orange Wheel Racing,Medium,1:25.864,+0.050,+5.847,Running
20,5,5,0,Liesje Roser,Dacia Racing Team,Medium,1:25.556,+2.400,+8.248,Running
20,6,6,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.275,+0.045,+8.293,Running
20,7,7,0,Al Fabet,Villiuride Racing,Hard,1:25.050,+0.825,+9.118,Running
20,8,8,0,Kanno Sora,LFL Engineering,Hard,1:24.259,+2.764,+11.882,Running
20,9,12,3,Ye Li,Racing Life,Medium,1:23.903,+2.788,+14.670,Running
20,10,9,-1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.053,+0.050,+14.720,Running
20,11,10,-1,Jamar Henry,Trike Motorsports,Medium,1:24.514,+0.511,+15.231,Running
20,12,11,-1,Sydney Aspen,Villiuride Racing,Medium,1:24.677,+0.552,+15.783,Running
20,13,13,0,Berend Boer,Orange Wheel Racing,Medium,1:25.824,+1.763,+17.546,Running
20,14,16,2,Aida Haque,Scuderia Ivanov Racing,Medium,1:23.330,+3.123,+20.669,Running
20,15,15,0,Aleksa Kozlov,LFL Engineering,Medium,1:23.515,+0.135,+20.804,Running
20,16,14,-2,Erwin Kramer,OHSN Racing,Hard,1:25.022,+1.075,+21.878,Running
20,17,17,0,Monica Niculescu,Dacia Racing Team,Medium,1:24.150,+0.228,+22.106,Running
20,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:25.050,+2.775,+24.881,Running
20,19,19,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:26.643,+3.543,+28.424,Running
20,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
21,1,1,0,Mark Graham,Trike Motorsports,Medium,1:23.833,-,-,Running
21,2,2,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:24.592,+2.717,+2.717,Running
21,3,3,0,Niamh Murphy,Racing Life,Medium,1:24.162,+3.409,+6.126,Running
21,4,4,0,Franc Abel,Orange Wheel Racing,Medium,1:24.218,+0.107,+6.233,Running
21,5,7,2,Al Fabet,Villiuride Racing,Hard,1:24.462,+3.514,+9.747,Running
21,6,6,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.789,+0.273,+10.020,Running
21,7,5,-2,Liesje Roser,Dacia Racing Team,Medium,1:25.655,+0.050,+10.070,Running
21,8,8,0,Kanno Sora,LFL Engineering,Hard,1:26.043,+4.022,+14.091,Running
21,9,9,0,Ye Li,Racing Life,Medium,1:23.842,+0.587,+14.678,Running
21,10,11,1,Jamar Henry,Trike Motorsports,Medium,1:25.044,+1.523,+16.201,Running
21,11,10,-1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.365,+0.050,+16.251,Running
21,12,12,0,Sydney Aspen,Villiuride Racing,Medium,1:24.683,+0.140,+16.392,Running
21,13,13,0,Berend Boer,Orange Wheel Racing,Medium,1:25.961,+3.282,+19.674,Running
21,14,15,1,Aleksa Kozlov,LFL Engineering,Medium,1:24.301,+1.597,+21.271,Running
21,15,14,-1,Aida Haque,Scuderia Ivanov Racing,Medium,1:24.811,+0.375,+21.647,Running
21,16,17,1,Monica Niculescu,Dacia Racing Team,Medium,1:23.639,+0.266,+21.913,Running
21,17,16,-1,Erwin Kramer,OHSN Racing,Hard,1:26.549,+2.682,+24.594,Running
21,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:24.108,+0.561,+25.156,Running
21,19,19,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:25.675,+5.109,+30.265,Running
21,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
22,1,1,0,Mark Graham,Trike Motorsports,Medium,1:25.419,-,-,Running
22,2,2,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:24.863,+2.161,+2.161,Running
22,3,3,0,Niamh Murphy,Racing Life,Medium,1:24.839,+2.893,+5.055,Running
22,4,4,0,Franc Abel,Orange Wheel Racing,Medium,1:24.291,+0.050,+5.105,Running
22,5,6,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:23.261,+2.756,+7.861,Running
22,6,5,-1,Al Fabet,Villiuride Racing,Hard,1:24.711,+0.602,+8.463,Running
22,7,7,0,Liesje Roser,Dacia Racing Team,Medium,1:23.862,+0.050,+8.513,Running
22,8,8,0,Kanno Sora,LFL Engineering,Hard,1:25.373,+5.007,+13.520,Running
22,9,9,0,Ye Li,Racing Life,Medium,1:24.310,+0.050,+13.570,Running
22,10,12,2,Sydney Aspen,Villiuride Racing,Medium,1:25.108,+1.286,+14.855,Running
22,11,10,-1,Jamar Henry,Trike Motorsports,Medium,1:24.123,+0.050,+14.905,Running
22,12,11,-1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:26.692,+2.619,+17.525,Running
22,13,14,1,Aleksa Kozlov,LFL Engineering,Medium,1:23.299,+1.626,+19.151,Running
22,14,13,-1,Berend Boer,Orange Wheel Racing,Medium,1:25.501,+0.604,+19.755,Running
22,15,15,0,Aida Haque,Scuderia Ivanov Racing,Medium,1:24.527,+1.000,+20.755,Running
22,16,16,0,Monica Niculescu,Dacia Racing Team,Medium,1:25.521,+1.260,+22.014,Running
22,17,17,0,Erwin Kramer,OHSN Racing,Hard,1:24.299,+1.460,+23.474,Running
22,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:24.361,+0.623,+24.097,Running
22,19,19,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:24.854,+5.603,+29.700,Running
22,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
23,1,1,0,Mark Graham,Trike Motorsports,Medium,1:24.117,-,-,Running
23,2,3,1,Niamh Murphy,Racing Life,Medium,1:25.662,+6.600,+6.600,Running
23,3,4,1,Franc Abel,Orange Wheel Racing,Medium,1:25.613,+0.001,+6.601,Running
23,4,7,3,Liesje Roser,Dacia Racing Team,Medium,1:24.599,+1.806,+8.407,Running
23,5,5,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.713,+0.050,+8.457,Running
23,6,6,0,Al Fabet,Villiuride Racing,Hard,1:25.821,+0.488,+8.946,Running
23,7,9,2,Ye Li,Racing Life,Medium,1:24.364,+4.872,+13.817,Running
23,8,8,0,Kanno Sora,LFL Engineering,Hard,1:24.826,+0.412,+14.229,Running
23,9,11,2,Jamar Henry,Trike Motorsports,Medium,1:24.019,+0.579,+14.808,Running
23,10,10,0,Sydney Aspen,Villiuride Racing,Medium,1:25.825,+1.755,+16.563,Running
23,11,13,2,Aleksa Kozlov,LFL Engineering,Medium,1:24.517,+2.987,+19.551,Running
23,12,12,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:26.485,+0.278,+19.828,Running
23,13,14,1,Berend Boer,Orange Wheel Racing,Medium,1:24.240,+0.050,+19.878,Running
23,14,16,2,Monica Niculescu,Dacia Racing Team,Medium,1:24.177,+1.294,+21.172,Running
23,15,15,0,Aida Haque,Scuderia Ivanov Racing,Medium,1:24.584,+0.050,+21.222,Running
23,16,18,2,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:24.194,+2.953,+24.175,Running
23,17,17,0,Erwin Kramer,OHSN Racing,Hard,1:25.459,+0.642,+24.816,Running
23,18,2,-16,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:26.016,+1.244,+26.061,Running
23,19,19,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:23.943,+3.465,+29.526,Running
23,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
24,1,3,2,Franc Abel,Orange Wheel Racing,Medium,1:24.948,-,-,Running
24,2,2,0,Niamh Murphy,Racing Life,Medium,1:25.371,+0.422,+0.422,Running
24,3,5,2,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.527,+2.013,+2.435,Running
24,4,6,2,Al Fabet,Villiuride Racing,Hard,1:25.280,+0.242,+2.677,Running
24,5,7,2,Ye Li,Racing Life,Medium,1:23.386,+2.978,+5.654,Running
24,6,9,3,Jamar Henry,Trike Motorsports,Medium,1:23.550,+1.155,+6.809,Running
24,7,8,1,Kanno Sora,LFL Engineering,Hard,1:25.593,+1.464,+8.274,Running
24,8,10,2,Sydney Aspen,Villiuride Racing,Medium,1:25.656,+2.397,+10.671,Running
24,9,11,2,Aleksa Kozlov,LFL Engineering,Medium,1:26.023,+3.147,+13.817,Running
24,10,13,3,Berend Boer,Orange Wheel Racing,Medium,1:25.538,+0.050,+13.867,Running
24,11,14,3,Monica Niculescu,Dacia Racing Team,Medium,1:24.751,+0.507,+14.374,Running
24,12,1,-11,Mark Graham,Trike Motorsports,Hard,1:24.899,+0.976,+15.350,Running
24,13,15,2,Aida Haque,Scuderia Ivanov Racing,Medium,1:25.681,+0.004,+15.354,Running
24,14,17,3,Erwin Kramer,OHSN Racing,Hard,1:24.189,+1.590,+16.944,Running
24,15,16,1,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:24.368,+0.050,+16.994,Running
24,16,18,2,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:25.588,+3.106,+20.100,Running
24,17,4,-13,Liesje Roser,Dacia Racing Team,Hard,1:24.177,+2.881,+22.980,Running
24,18,19,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:25.053,+0.050,+23.030,Running
24,19,12,-7,Thorleif Valtyrsdotter,OHSN Racing,Hard,1:24.998,+12.247,+35.277,Running
24,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
25,1,4,3,Al Fabet,Villiuride Racing,Hard,1:24.911,-,-,Running
25,2,3,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.924,+0.770,+0.770,Running
25,3,5,2,Ye Li,Racing Life,Medium,1:25.591,+2.887,+3.658,Running
25,4,6,2,Jamar Henry,Trike Motorsports,Medium,1:25.011,+0.575,+4.232,Running
25,5,7,2,Kanno Sora,LFL Engineering,Hard,1:25.113,+1.566,+5.799,Running
25,6,8,2,Sydney Aspen,Villiuride Racing,Medium,1:23.614,+0.898,+6.697,Running
25,7,10,3,Berend Boer,Orange Wheel Racing,Medium,1:23.514,+3.096,+9.793,Running
25,8,11,3,Monica Niculescu,Dacia Racing Team,Medium,1:23.874,+0.422,+10.215,Running
25,9,9,0,Aleksa Kozlov,LFL Engineering,Medium,1:24.036,+0.050,+10.265,Running
25,10,13,3,Aida Haque,Scuderia Ivanov Racing,Medium,1:23.317,+0.344,+10.610,Running
25,11,12,1,Mark Graham,Trike Motorsports,Hard,1:23.528,+0.680,+11.290,Running
25,12,15,3,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:23.940,+2.056,+13.346,Running
25,13,14,1,Erwin Kramer,OHSN Racing,Hard,1:25.296,+1.307,+14.652,Running
25,14,16,2,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:23.712,+1.572,+16.224,Running
25,15,18,3,Fidan Basak,Pulang Kabayo Racing,Medium,1:24.302,+3.520,+19.744,Running
25,16,1,-15,Franc Abel,Orange Wheel Racing,Hard,1:25.673,+0.340,+20.085,Running
25,17,2,-15,Niamh Murphy,Racing Life,Hard,1:26.031,+0.027,+20.112,Running
25,18,17,-1,Liesje Roser,Dacia Racing Team,Hard,1:24.770,+0.050,+20.162,Running
25,19,19,0,Thorleif Valtyrsdotter,OHSN Racing,Hard,1:25.428,+12.955,+33.117,Running
25,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
26,1,1,0,Al Fabet,Villiuride Racing,Hard,1:26.035,-,-,Running
26,2,2,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.057,+0.050,+0.050,Running
26,3,3,0,Ye Li,Racing Life,Medium,1:24.287,+2.118,+2.168,Running
26,4,6,2,Sydney Aspen,Villiuride Racing,Medium,1:23.406,+1.405,+3.572,Running
26,5,4,-1,Jamar Henry,Trike Motorsports,Medium,1:25.167,+0.050,+3.622,Running
26,6,5,-1,Kanno Sora,LFL Engineering,Hard,1:24.570,+0.969,+4.591,Running
26,7,8,1,Monica Niculescu,Dacia Racing Team,Medium,1:24.723,+4.569,+9.161,Running
26,8,9,1,Aleksa Kozlov,LFL Engineering,Medium,1:24.756,+0.083,+9.244,Running
26,9,7,-2,Berend Boer,Orange Wheel Racing,Medium,1:25.874,+0.646,+9.890,Running
26,10,11,1,Mark Graham,Trike Motorsports,Hard,1:24.827,+0.449,+10.339,Running
26,11,12,1,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:23.374,+0.333,+10.673,Running
26,12,10,-2,Aida Haque,Scuderia Ivanov Racing,Medium,1:25.890,+0.050,+10.723,Running
26,13,14,1,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:25.218,+4.450,+15.172,Running
26,14,13,-1,Erwin Kramer,OHSN Racing,Hard,1:26.347,+0.050,+15.222,Running
26,15,15,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:23.926,+2.671,+17.894,Running
26,16,16,0,Franc Abel,Orange Wheel Racing,Hard,1:24.062,+0.476,+18.370,Running
26,17,17,0,Niamh Murphy,Racing Life,Hard,1:25.121,+1.086,+19.456,Running
26,18,18,0,Liesje Roser,Dacia Racing Team,Hard,1:26.472,+1.402,+20.857,Running
26,19,19,0,Thorleif Valtyrsdotter,OHSN Racing,Hard,1:26.522,+13.005,+33.862,Running
26,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
27,1,1,0,Al Fabet,Villiuride Racing,Hard,1:23.802,-,-,Running
27,2,2,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.700,+0.948,+0.948,Running
27,3,5,2,Jamar Henry,Trike Motorsports,Medium,1:23.886,+2.432,+3.380,Running
27,4,3,-1,Ye Li,Racing Life,Medium,1:25.064,+0.050,+3.430,Running
27,5,4,-1,Sydney Aspen,Villiuride Racing,Medium,1:24.700,+1.040,+4.470,Running
27,6,6,0,Kanno Sora,LFL Engineering,Hard,1:26.360,+2.679,+7.150,Running
27,7,11,4,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:23.501,+3.086,+10.236,Running
27,8,8,0,Aleksa Kozlov,LFL Engineering,Medium,1:24.844,+0.050,+10.286,Running
27,9,10,1,Mark Graham,Trike Motorsports,Hard,1:24.574,+0.718,+11.004,Running
27,10,9,-1,Berend Boer,Orange Wheel Racing,Medium,1:24.966,+0.050,+11.054,Running
27,11,7,-4,Monica Niculescu,Dacia Racing Team,Medium,1:26.311,+0.616,+11.670,Running
27,12,12,0,Aida Haque,Scuderia Ivanov Racing,Medium,1:25.476,+0.726,+12.397,Running
27,13,13,0,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:24.171,+3.145,+15.542,Running
27,14,14,0,Erwin Kramer,OHSN Racing,Hard,1:25.069,+0.948,+16.490,Running
27,15,15,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:25.325,+1.812,+18.302,Running
27,16,16,0,Franc Abel,Orange Wheel Racing,Hard,1:23.784,+0.050,+18.352,Running
27,17,17,0,Niamh Murphy,Racing Life,Hard,1:24.042,+1.344,+19.696,Running
27,18,18,0,Liesje Roser,Dacia Racing Team,Hard,1:25.148,+2.507,+22.203,Running
27,19,19,0,Thorleif Valtyrsdotter,OHSN Racing,Hard,1:26.248,+14.106,+36.309,Running
27,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
28,1,2,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.724,-,-,Running
28,2,1,-1,Al Fabet,Villiuride Racing,Hard,1:26.768,+0.097,+0.097,Running
28,3,4,1,Ye Li,Racing Life,Medium,1:25.047,+1.710,+1.806,Running
28,4,5,1,Sydney Aspen,Villiuride Racing,Medium,1:24.164,+0.157,+1.963,Running
28,5,3,-2,Jamar Henry,Trike Motorsports,Medium,1:26.337,+1.083,+3.046,Running
28,6,6,0,Kanno Sora,LFL Engineering,Hard,1:23.511,+0.944,+3.989,Running
28,7,9,2,Mark Graham,Trike Motorsports,Hard,1:23.125,+3.468,+7.458,Running
28,8,8,0,Aleksa Kozlov,LFL Engineering,Medium,1:25.051,+1.208,+8.666,Running
28,9,7,-2,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:25.466,+0.365,+9.031,Running
28,10,11,1,Monica Niculescu,Dacia Racing Team,Medium,1:24.673,+0.641,+9.672,Running
28,11,10,-1,Berend Boer,Orange Wheel Racing,Medium,1:25.400,+0.111,+9.783,Running
28,12,12,0,Aida Haque,Scuderia Ivanov Racing,Medium,1:25.000,+0.942,+10.725,Running
28,13,13,0,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:24.844,+2.990,+13.715,Running
28,14,15,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:23.350,+1.266,+14.981,Running
